Label;Name;VarLabel;VarValue;Comment0;Comment1;Comment2;Table;Type
ADP-Reseptor blokker;MED_FADP;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Antihistamin;MED_FANT;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
ASA;MED_FASA;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Angiotensin-II-antagonist;MED_FATH;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Nei;0;;;;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Metoprolol;1;;"Pop-up: ""Vennligst registér type Betablokker dersom dette er kjent"".";;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Atenolol;2;;;;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Propranolol;3;;;;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Timolol;4;;;;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Sotalol;5;;;;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Karvedilol;6;;;;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Labetalol;7;;;;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Bisoprolol;8;;;;hs_medikament_skjema;smallint
Betablokker;MED_FBET;Uspesifisert betabl.;9;;;;hs_medikament_skjema;smallint
Calsiumblokker;MED_FCAB;Nei;0;;;;hs_medikament_skjema;smallint
Calsiumblokker;MED_FCAB;Uspesifisert;1;;;;hs_medikament_skjema;smallint
Calsiumblokker;MED_FCAB;DHP;2;;;;hs_medikament_skjema;smallint
Calsiumblokker;MED_FCAB;Ikke-DHP;3;;;;hs_medikament_skjema;smallint
Annet antiarytmikum;MED_FCOR;Nei;0;;;;hs_medikament_skjema;smallint
Annet antiarytmikum;MED_FCOR;Amiodarone;1;;;;hs_medikament_skjema;smallint
Annet antiarytmikum;MED_FCOR;Flecainid;2;;;;hs_medikament_skjema;smallint
Annet antiarytmikum;MED_FCOR;Annen;3;;;;hs_medikament_skjema;smallint
Annet antiarytmikum;MED_FCOR;Ukjent;9 (default);;;;hs_medikament_skjema;smallint
Cya;MED_FCYA;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Antidepressiva;MED_FDEP;Nei;0;;;;hs_medikament_skjema;smallint
Antidepressiva;MED_FDEP;Uspesifisert;1;;;;hs_medikament_skjema;smallint
Antidepressiva;MED_FDEP;TCA;2;;;;hs_medikament_skjema;smallint
Antidepressiva;MED_FDEP;SSRI;3;;;;hs_medikament_skjema;smallint
Antidepressiva;MED_FDEP;MAO-H;4;;;;hs_medikament_skjema;smallint
Digitalis;MED_FDIG;Nei;0;;;;hs_medikament_skjema;smallint
Digitalis;MED_FDIG;Digitoxin;1;;;;hs_medikament_skjema;smallint
Digitalis;MED_FDIG;Digoxin;2;;;;hs_medikament_skjema;smallint
Digitalis;MED_FDIG;Ukjent;9 (default);;;;hs_medikament_skjema;smallint
Annen platehemmer;MED_FDIP;Nei;0;;;;hs_medikament_skjema;smallint
;MED_FDIP;Dipyridamol;1;;;;hs_medikament_skjema;smallint
;MED_FDIP;Ticlopidin;2;;;;hs_medikament_skjema;smallint
;MED_FDIP;Annen;8;;;;hs_medikament_skjema;smallint
Andre CNS midler;MED_FEPI;Nei;0;;;;hs_medikament_skjema;smallint
Andre CNS midler;MED_FEPI;Antiepileptika;1;;;;hs_medikament_skjema;smallint
Andre CNS midler;MED_FEPI;Migrenemiddel;2;;;;hs_medikament_skjema;smallint
Andre CNS midler;MED_FEPI;Antiparkinson;3;;;;hs_medikament_skjema;smallint
Andre CNS midler;MED_FEPI;Antidemens;4;;;;hs_medikament_skjema;smallint
Andre CNS midler;MED_FEPI;Anxiolytika;5;;;;hs_medikament_skjema;smallint
Andre CNS midler;MED_FEPI;Sovemedisin;6;;;;hs_medikament_skjema;smallint
Andre CNS midler;MED_FEPI;Annet;7;;;;hs_medikament_skjema;smallint
Mot magesår;MED_FH2B;Nei;0;;;;hs_medikament_skjema;smallint
Mot magesår;MED_FH2B;H2-blokker;1;;;;hs_medikament_skjema;smallint
Mot magesår;MED_FH2B;Prot-PH;2;;;;hs_medikament_skjema;smallint
Mot magesår;MED_FH2B;Annet;3;;;;hs_medikament_skjema;smallint
Annet anti-HT;MED_FHTA;Nei;0;;;;hs_medikament_skjema;smallint
Annet anti-HT;MED_FHTA;Alfablokker;1;;;;hs_medikament_skjema;smallint
Annet anti-HT;MED_FHTA;Moksonidin;2;;;;hs_medikament_skjema;smallint
Annet anti-HT;MED_FHTA;Hydralazin;3;;;;hs_medikament_skjema;smallint
Annet anti-HT;MED_FHTA;Annen;4;;;;hs_medikament_skjema;smallint
Annet anti-HT;MED_FHTA;Ukjent;9 (default);;;;hs_medikament_skjema;smallint
Imurel;MED_FIMU;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Insulin;MED_FINS;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
An. Lipidsenker;MED_FLIP;Nei;0;;;;hs_medikament_skjema;smallint
An. Lipidsenker;MED_FLIP;Resin;1;;;;hs_medikament_skjema;smallint
An. Lipidsenker;MED_FLIP;Nikotinsyre;2;;;;hs_medikament_skjema;smallint
An. Lipidsenker;MED_FLIP;Fibrat;3;;;;hs_medikament_skjema;smallint
An. Lipidsenker;MED_FLIP;Ezetimibe;4;;;;hs_medikament_skjema;smallint
An. Lipidsenker;MED_FLIP;Omacor;5;;;;hs_medikament_skjema;smallint
An. Lipidsenker;MED_FLIP;Omega-3 handelsvare;6;;;;hs_medikament_skjema;smallint
An. Lipidsenker;MED_FLIP;Annen;7;;;;hs_medikament_skjema;smallint
An. Lipidsenker;MED_FLIP;uspesifisert;9;;;;hs_medikament_skjema;smallint
Loop diuretika;MED_FLOO;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Mot astma/KOLS;MED_FMAS;Nei;0;;;;hs_medikament_skjema;smallint
Mot astma/KOLS;MED_FMAS;Inhal. v behov;1;;;;hs_medikament_skjema;smallint
Mot astma/KOLS;MED_FMAS;Inhal profylkse;2;;;;hs_medikament_skjema;smallint
Mot astma/KOLS;MED_FMAS;Peroral;3;;;;hs_medikament_skjema;smallint
Metotrexat;MED_FMET;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Metformin;MED_FMFO;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Langtidsvirkende nitrat;MED_FNIT;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
NSAID;MED_FNSA;Nei;0;;;;hs_medikament_skjema;smallint
NSAID;MED_FNSA;Cox 1+2;1;;;;hs_medikament_skjema;smallint
NSAID;MED_FNSA;Cox 2;2;;;;hs_medikament_skjema;smallint
NSAID;MED_FNSA;Uspesifisert;3;;;;hs_medikament_skjema;smallint
Andre antiinflam.;MED_FOEP;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Andre antiinflam.;MED_FOEP;Kolkisin;1;;;;hs_medikament_skjema;smallint
Andre antiinflam.;MED_FOEP;Antimalariamidler;2;;;;hs_medikament_skjema;smallint
Andre antiinflam.;MED_FOEP;Aminosalisyl;3;;;;hs_medikament_skjema;smallint
Andre antiinflam.;MED_FOEP;Annet;4;;;;hs_medikament_skjema;smallint
Østrogen og progesteron;MED_FOES;Nei;0;;;;hs_medikament_skjema;smallint
Østrogen og progesteron;MED_FOES;Uspesifisert;1;;;;hs_medikament_skjema;smallint
Østrogen og progesteron;MED_FOES;Lavpotent østrogen;2;;;;hs_medikament_skjema;smallint
Østrogen og progesteron;MED_FOES;Høypotent østrogen;3;;;;hs_medikament_skjema;smallint
Østrogen og progesteron;MED_FOES;Komb. østr./progest.;4;;;;hs_medikament_skjema;smallint
Østrogen og progesteron;MED_FOES;Progesteron;5;;Oppdateres til verdi 5 dersom variabelen nedenfor med_foep = 1;;hs_medikament_skjema;smallint
Glukokortikoid tabletter;MED_FPRE;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Benstruktur;MED_FPRO;Nei;0;;;;hs_medikament_skjema;smallint
Benstruktur;MED_FPRO;Bisfosfonater;1;;;;hs_medikament_skjema;smallint
Benstruktur;MED_FPRO;Annet;2;;;;hs_medikament_skjema;smallint
Antipsykotika;MED_FPSY;Nei;0;;;;hs_medikament_skjema;smallint
Beregnet statindose ved innkomst;MED_FSDO;6 dersom med_fsta = 1 eller (med_esta = 4 og med_sdos 80);;;Tallet tilsvarer % forventet reduskjon i LDL av gitt statin / 10.;"Refranse: Up-to data, basert på Jones-P, et all, Am J cardiol 1198;81:582-7 og Rosensons RS. Exp Rev Cardiovasc Ther 2003";hs_medikament_skjema;float
;MED_FSDO;5 dersom (med_fsta = 4 og med_sdos = 40 eller 60);;;;;hs_medikament_skjema;float
NB Kun beregnet i WENBIT;MED_FSDO;4,5 dersom (med_fsta = 4 og med_sdos = 20 eller missing) eller (med_fsta = 2 og med_sdos = 80 eller 60);;;;;hs_medikament_skjema;float
Oppdatert 240609 i BECAC_CORDOBA;MED_FSDO;4 dersom (med_fsta = 4 og med_sdos = 10) eller (med_fsta = 2 og med_sdos = 40 )  eller med_fsta = 3 og med_edos = 80;;;;;hs_medikament_skjema;float
;MED_FSDO;3,5 dersom (med_fsta = 5 og med_sdos > 20 eller missing) eller (med_fsta = 6 og med_edos = 80 eller med_fsta = 2 og med_sdos=20 or 30 eller missing);;;;;hs_medikament_skjema;float
;MED_FSDO;3 dersom (med_fsta = 2 og med_sdos = 10) eller (med_fsta = 3 og  med_edos 20 eller 40) eller (med_fsta = 5 og med_sdos = 20) eller med_fsta = 8;;;;;hs_medikament_skjema;float
;MED_FSDO;2,5 dersom (med_fsta = 5 og med_sdos = 10) eller (med_fsta = 3 og med_sdos = 10)  eller med_fsta = 6 og med_sdos = 40 eller med_fsta = 8 og med_sdos <0,3;;;;;hs_medikament_skjema;float
;MED_FSDO;2 dersom med_fsta = 6 og med_sdos = 20 eller med_fsta = 7;;;;;hs_medikament_skjema;float
;MED_FSDO;"0 dersom med_fsta = 0 (selv om med_sdos > 0; dette oppfattes da som statindosen inn ved normale koronarkar. Alle med CAD > 0";;;;;hs_medikament_skjema;float
Kaliumsparer;MED_FSPI;Nei;0;;;;hs_medikament_skjema;smallint
Kaliumsparer;MED_FSPI;Spironolactone;1;;;;hs_medikament_skjema;smallint
Kaliumsparer;MED_FSPI;Amilorid;2;;;;hs_medikament_skjema;smallint
Kaliumsparer;MED_FSPI;Eplerenone;3;;;;hs_medikament_skjema;smallint
Kaliumsparer;MED_FSPI;Uspesifisert;4;;;;hs_medikament_skjema;smallint
Kaliumsparer;MED_FSPI;Ukjent;9 (default);;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;Nei;0;NB Kan ikke beregne effektiv statindose siden døgndosen primært bekriver utreisedosen;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;Rosuvastatin;1;;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;Simvastatin;2;;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;Lovastatin;3;;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;Atorvastatin;4;;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;Pravastatin;5;;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;Fluvastatin;6;;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;Cerivastatin;7;;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;uspesifisert;8;;;;hs_medikament_skjema;smallint
Statin;MED_FSTA;Ukjent;9;;;;hs_medikament_skjema;smallint
Sulfonamider;MED_FSUL;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Tiazid;MED_FTHI;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Thyroxin;MED_FTHY;Nei / Ja;0 / 1;;;;hs_medikament_skjema;smallint
Urat hemmer;MED_FURH;Nei / Ja / Ukjent;0 / 1 / 9;;;;hs_medikament_skjema;smallint
Antikoagulantia;MED_FWAR;Nei;0;;;;hs_medikament_skjema;smallint
Warfa;MED_FWAR;Warfarin;1;;;;hs_medikament_skjema;smallint
;MED_FWAR;Annen;2;;;;hs_medikament_skjema;smallint
Bruk av medikamenter;MED_MED1;Nei / Ja / Ukjent;0 / 1 / 9;;;;hs_medikament_skjema;smallint
Bruk av medikamenter;MED_MED3;Nei / Ja / Ukjent;0 / 1 / 9;;;Knapp 'Kopi av Faste medisiner';hs_medikament_skjema;smallint
Statin døgndose (mg);MED_SDOS;;0.1-200;;;;hs_medikament_skjema;real
Doseendring Statin;MED_SEND;Nei;0;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Økning;1;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Reduksjon;2;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Seponert;3;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Nyoppstartet;4;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Skiftet type;5;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Ukjent;9;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Nei;0;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Økning;1;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Reduksjon;2;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Seponert;3;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Nyoppstartet;4;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Skiftet type;5;;;;hs_medikament_skjema;smallint
Doseendring Statin;MED_SEND;Ukjent;9;;;;hs_medikament_skjema;smallint
Beregnet statindose ved utreise;MED_STA;6 dersom med_esta = 1 eller (med_esta = 4 og med_sdos 80);;;;;hs_medikament_skjema;float
Beregnet statindose ved utreise;MED_STA;5 dersom (med_esta = 4 og med_sdos = 40 eller 60);;;;;hs_medikament_skjema;float
Beregnet statindose ved utreise;MED_STA;4,5 dersom (med_esta = 4 og med_sdos = 20 eller missing) eller (med_esta = 2 og med_sdos = 80 eller 60);;;;;hs_medikament_skjema;float
Beregnet statindose ved utreise;MED_STA;4 dersom (med_esta = 4 og med_sdos = 10) eller (med_esta = 2 og med_sdos = 40 )  eller med_esta = 3 og med_edos = 80;;;;;hs_medikament_skjema;float
tekst merket rødt er endret og data endret i databasen;MED_STA;3,5 dersom (med_esta = 5 og med_sdos > 20 eller missing) eller (med_esta = 6 og med_edos = 80 eller med_esta = 2 og med_sdos=30 eller missing);;;;;hs_medikament_skjema;float
tilsvarende av ON 240609;MED_STA;3 dersom (med_esta = 2 og med_sdos = 10) eller (med_esta = 3 og  med_edos 20 eller 40) eller (med_esta = 5 og med_sdos = 20) eller med_esta = 8;;;;;hs_medikament_skjema;float
Se beregnet statindose ved innkomst ovenfor;MED_STA;2,5 dersom (med_esta = 5 og med_sdos = 10) eller (med_esta = 3 og med_sdos = 10)  eller med_esta = 6 og med_sdos = 40;;;;;hs_medikament_skjema;float
tabell helt nederst;MED_STA;2 dersom med_esta = 6 og med_sdos = 20 eller med_esta = 7;;;;;hs_medikament_skjema;float
;MED_STA;"0 dersom med_esta = 0 (selv om med_sdos > 0; dette oppfattes da som statindosen inn ved normale koronarkar. Alle med CAD > 0";;Tallet tilsvarer % forventet reduskjon i LDL av gitt statin / 10.;Oppdatert 20.11.2008 i BECAC_CORDOBA, ikke i WENBIT_CORDOBA;"Refranse: Up-to data, basert på Jones-P, et all, Am J cardiol 1198;81:582-7 og Rosensons RS. Exp Rev Cardiovasc Ther 2003";hs_medikament_skjema;float
Medikamenter (ved utreise);MED_TILL;;Tekstfelt;;;;hs_medikament_skjema;nvarchar
;NORCAD_ID;;;NORCAD_ID;;;hs_medikament_skjema;smallint
Besøksdato;PE_FORUS;;Dato;Hentes fra FORUS skjema. Må lagres her for å kunne kopiere forrige pasientskjema sortert på besøksdato.;;;hs_medikament_skjema;datetime
Besøksdato;PE_FORUS;;Dato;Hentes fra FORUS skjema. Må lagres her for å kunne kopiere forrige medikament-data sortert på besøksdato.;;;hs_medikament_skjema;datetime
Besøksdato;PE_FORUS;Dato;Dato;er dagens dato;;;hs_medikament_skjema;datetime
;STU_TID;Avslutning;4;Avslutning;;;hs_medikament_skjema;smallint
;STU_TID;Substudie;5;Opphold der baseline PCI i QCA Atero-studien er utføert utenom de vanlige WENBIT oppholdene (83 pasienter). Opphold der kontroll Angio i QCA Atero-studien er utføert utenom de vanlige WENBIT oppholdene (78 pas). På noen pasienter er det påfølgende PCI som;;;hs_medikament_skjema;smallint
Tidspunkt;STU_TID;Baseline;0;Default=missing;;;hs_medikament_skjema;smallint
variabel_verdier_studiekontroll;STU_TID;1 mnd;1;1 mnd;;;hs_medikament_skjema;smallint
;STU_TID;1 år;2;1 år;;;hs_medikament_skjema;smallint
;STU_TID;2 år;3;2 år;;;hs_medikament_skjema;smallint
;MIN_FRI;;;;;;hs_minnesota_skjema;smallint
;MIN_SPIS;;;;;;hs_minnesota_skjema;smallint
;MIN_TILS;;;;;;hs_minnesota_skjema;smallint
;MIN_BIV;;;;;;hs_minnesota_skjema;smallint
;MIN_BEKY;;;;;;hs_minnesota_skjema;smallint
;MIN_KONS;;;;;;hs_minnesota_skjema;smallint
;MIN_SEKS;;;;;;hs_minnesota_skjema;smallint
;MIN_SOV;;;;;;hs_minnesota_skjema;smallint
;MIN_ARB;;;;;;hs_minnesota_skjema;smallint
;MIN_GAA;;;;;;hs_minnesota_skjema;smallint
;MIN_TRET;;;;;;hs_minnesota_skjema;smallint
;MIN_DEP;;;;;;hs_minnesota_skjema;smallint
;MIN_SHUS;;;;;;hs_minnesota_skjema;smallint
;MIN_HVIL;;;;;;hs_minnesota_skjema;smallint
;MIN_VENN;;;;;;hs_minnesota_skjema;smallint
;MIN_KONT;;;;;;hs_minnesota_skjema;smallint
;MIN_ODEM;;;;;;hs_minnesota_skjema;smallint
;MIN_PUST;;;;;;hs_minnesota_skjema;smallint
;MIN_UTE;;;;;;hs_minnesota_skjema;smallint
;MIN_BYRD;;;;;;hs_minnesota_skjema;smallint
;DUMMY;;;;;;hs_minnesota_skjema;smallint
;Minnesota_id;;;;;;hs_minnesota_skjema;int
;MIN_HUS;;;;;;hs_minnesota_skjema;smallint
Dato forrige kopiert;DATO_KOP;;Dato;Besøksdato på pasientskjema det kopieres fra.;;;hs_minnesota_skjema;datetime
Dato forrige kopiert;DATO_KOP;;Dato;Besøksdato på medikamentskjema det kopieres fra. Kopierer siste.;;;hs_minnesota_skjema;datetime
FORUS-id;Forus_id;Legges inn automatsik fra FORUS;;;;;hs_minnesota_skjema;int
forus_id;Forus_id;;;Alle data innhentes via oppkopling mot LKB-databasen………;;;hs_minnesota_skjema;int
FORUS-id;Forus_id;;Legges inn automatisk fra FORUS;;;;hs_minnesota_skjema;int
Id som kobler til opphold;Forus_id;;Heltall. Auto-genereres. Kopieres til alle andre moduler når det lagres data i disse.;;;;hs_minnesota_skjema;int
Id som kobler til opphold;Forus_id;;Legges inn automatisk fra FORUS;;;;hs_minnesota_skjema;int
Id som kobler til opphold;Forus_id;;;;;;hs_minnesota_skjema;int
FORUS-id;Forus_id;Legges ainn utomatisk fra FORUS;;;;;hs_minnesota_skjema;int
;Forus_id;;;Forus_id;;;hs_minnesota_skjema;int
Besøksdato;PE_FORUS;;Dato;Hentes fra FORUS skjema. Må lagres her for å kunne kopiere forrige pasientskjema sortert på besøksdato.;;;hs_minnesota_skjema;datetime
Besøksdato;PE_FORUS;Dato;Dato;er dagens dato;;;hs_minnesota_skjema;datetime
Besøksdato;PE_FORUS;;Dato;Hentes fra FORUS skjema. Må lagres her for å kunne kopiere forrige medikament-data sortert på besøksdato.;;;hs_minnesota_skjema;datetime
;LAGRET;;;;;;hs_pasientrapport_skjema;bit
;PTCA;;;;;;hs_pasientrapport_skjema;smallint
;KOL_MAAL;;;;;;hs_pasientrapport_skjema;smallint
;UTPROV;;;;;;hs_pasientrapport_skjema;smallint
;Skjema_Nr;;;;;;hs_pasientrapport_skjema;tinyint
;PTCASIST;;;;;;hs_pasientrapport_skjema;smallint
;Pasientrapport_ID;;;;;;hs_pasientrapport_skjema;int
;DUMMY;;;;;;hs_pasientrapport_skjema;smallint
;PTCA1;;;;;;hs_pasientrapport_skjema;int
;HKSANT;;;;;;hs_pasientrapport_skjema;smallint
;KOL_KOST;;;;;;hs_pasientrapport_skjema;real
ACB;ACB;se ovenfor;;;;;hs_pasientrapport_skjema;smallint
ACB 1 gang;ACB1;Skriv inn årstall (4siffer);4 siffer;;;;hs_pasientrapport_skjema;int
ACB siste;ACBSIST;Skriv inn årstall (4siffer);4 siffer;;;;hs_pasientrapport_skjema;smallint
Hjerteflimmer, kronisk;AFLIKRON;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
;AFLIKRON;Ja,;1;;;;hs_pasientrapport_skjema;smallint
;AFLIKRON;Hospitalisert;2;;;;hs_pasientrapport_skjema;smallint
;AFLIKRON;ukjent;9;"Direkte når ""Annen sykdom""=9.";;;hs_pasientrapport_skjema;smallint
Hjerteflimmer, paroksystisk;AFLIPX;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
;AFLIPX;Ja,;1;;;;hs_pasientrapport_skjema;smallint
;AFLIPX;Hospitalisert;2;;;;hs_pasientrapport_skjema;smallint
;AFLIPX;ukjent;9;"Direkte når ""Annen sykdom""=9.";;;hs_pasientrapport_skjema;smallint
Allergisk;ALG_ALG;Nei;0;;;"Hopper til ""INFEKSJON OG ANTIBIOTIKA""";hs_pasientrapport_skjema;smallint
;ALG_ALG;Ja;1;;;;hs_pasientrapport_skjema;smallint
;ALG_ALG;Usikker;2;;;;hs_pasientrapport_skjema;smallint
;ALG_ALG;ukjent;9;Default;;"Hopper til ""INFEKSJON OG ANTIBIOTIKA""";hs_pasientrapport_skjema;smallint
Annen allergi;ALG_ANN;Nei;0;;;;hs_pasientrapport_skjema;smallint
;ALG_ANN;Uspesifisert;1;;;;hs_pasientrapport_skjema;smallint
;ALG_ANN;Hud;2;;;;hs_pasientrapport_skjema;smallint
;ALG_ANN;Øyne;3;Default;;;hs_pasientrapport_skjema;smallint
;ALG_ANN;ØNH;4;;;;hs_pasientrapport_skjema;smallint
;ALG_ANN;Astma;5;;;;hs_pasientrapport_skjema;smallint
;ALG_ANN;Mat;6;;;;hs_pasientrapport_skjema;smallint
;ALG_ANN;Stikk/Bitt;7;;;;hs_pasientrapport_skjema;smallint
;ALG_ANN;Usikker;8;;;;hs_pasientrapport_skjema;smallint
;ALG_ANN;ukjent;9;;;;hs_pasientrapport_skjema;smallint
Allergisk mot røntgenkontrast;ALG_KONT;Nei;0;;;;hs_pasientrapport_skjema;smallint
;ALG_KONT;Ja;1;;;;hs_pasientrapport_skjema;smallint
;ALG_KONT;Usikker;2;;;;hs_pasientrapport_skjema;smallint
;ALG_KONT;ukjent;9;Default;;;hs_pasientrapport_skjema;smallint
Allergisk mot medikament;ALG_MED;Nei;0;;;;hs_pasientrapport_skjema;smallint
;ALG_MED;Ja;1;;;;hs_pasientrapport_skjema;smallint
;ALG_MED;Usikker;2;;;;hs_pasientrapport_skjema;smallint
;ALG_MED;ukjent;9;Default;;;hs_pasientrapport_skjema;smallint
Allergi reaksjon;ALG_REAK;;Text;;;;hs_pasientrapport_skjema;nvarchar
Antall dager pr måned med inntak av alkohol;ALK_DGMN;Skriv inn antall (1-31);1-31;;;;hs_pasientrapport_skjema;smallint
;ALK_ENHU;ukjent;9;Default;;;hs_pasientrapport_skjema;smallint
;ALK_ENHU;2-3;2;;;;hs_pasientrapport_skjema;smallint
;ALK_ENHU;38507;3;;;;hs_pasientrapport_skjema;smallint
;ALK_ENHU;38693;4;;;;hs_pasientrapport_skjema;smallint
;ALK_ENHU;>12;5;;;;hs_pasientrapport_skjema;smallint
Antall enheter alkohol pr uke i snitt..;ALK_ENHU;0;0;;;;hs_pasientrapport_skjema;smallint
;ALK_ENHU;0-1;1;;;;hs_pasientrapport_skjema;smallint
Hjerteinfarkt;AMI;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
;AMI;Ja, minst 1;1;;;Antall ggr =1 eller ikke besvart.;hs_pasientrapport_skjema;smallint
;AMI;Ja, 2;2;;;Antall ggr =2.;hs_pasientrapport_skjema;smallint
;AMI;Ja, 3 eller flere;3;;;Antall ggr =3.;hs_pasientrapport_skjema;smallint
;AMI;ukjent;9;"Direkte når ""Tidligere hjertekarsykdom""=9.";;Dersom ami =1-3 så FORUS/ri_ami = 1.;hs_pasientrapport_skjema;smallint
Hjerteinfarkt 1 gang;AMI1GG;Skriv inn årstall (4siffer);4 siffer;;;;hs_pasientrapport_skjema;smallint
Hjerteinfarkt siste;AMISIST;Skriv inn årstall (4siffer);4 siffer;;;;hs_pasientrapport_skjema;int
Annen hjerterytmeforstyrrelse;ANARYTMI;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
;ANARYTMI;Ja,;1;;;;hs_pasientrapport_skjema;smallint
;ANARYTMI;Hospitalisert;2;;;;hs_pasientrapport_skjema;smallint
;ANARYTMI;ukjent;9;"Direkte når ""Annen sykdom""=9.";;;hs_pasientrapport_skjema;smallint
Annen blødning;ANBL;Nei;0;Default;;;hs_pasientrapport_skjema;int
;ANBL;gyn;1;;;;hs_pasientrapport_skjema;int
;ANBL;hemop;2;;;;hs_pasientrapport_skjema;int
;ANBL;uspes;3;;;;hs_pasientrapport_skjema;int
;ANBL;ukjent;9;"Direkte når ""Tidligere hjertekarsykdom""=9.";;;hs_pasientrapport_skjema;int
Annen blødning 1 gang;ANBL1;Skriv inn årstall (4siffer);4 siffer;;;;hs_pasientrapport_skjema;int
Annen blødning siste;ANBLSIST;Skriv inn årstall (4siffer);4 siffer;;;;hs_pasientrapport_skjema;int
Angst eller annen psykisk plage;ANGST;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
;ANGST;Ja;1;;;;hs_pasientrapport_skjema;smallint
;ANGST;Hospitalisert;2;;;;hs_pasientrapport_skjema;smallint
;ANGST;ukjent;9;"Direkte når ""Annen sykdom""=9.";;;hs_pasientrapport_skjema;smallint
Annen hjertesykdom;ANHJERTE;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
;ANHJERTE;Ja,;1;;;;hs_pasientrapport_skjema;smallint
;ANHJERTE;Hospitalisert;2;;;;hs_pasientrapport_skjema;smallint
;ANHJERTE;ukjent;9;"Direkte når ""Annen sykdom""=9.";;;hs_pasientrapport_skjema;smallint
Utslett/ annen hudsykdom:;ANHUD;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
;ANHUD;Ja,;1;;;;hs_pasientrapport_skjema;smallint
;ANHUD;Hospitalisert;2;;;;hs_pasientrapport_skjema;smallint
;ANHUD;ukjent;9;"Direkte når ""Annen sykdom""=9.";;;hs_pasientrapport_skjema;smallint
Annen lungesykdom;ANLUNGE;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
;ANLUNGE;Ja,;1;;;;hs_pasientrapport_skjema;smallint
;ANLUNGE;Hospitalisert;2;;;;hs_pasientrapport_skjema;smallint
;ANLUNGE;ukjent;9;"Direkte når ""Annen sykdom""=9.";;;hs_pasientrapport_skjema;smallint
Annen sykdom eller plage;ANSYKD;Nei;0;Default;;"Hopper til ""VITAMINER OG ….""";hs_pasientrapport_skjema;smallint
;ANSYKD;Ja,;1;;;;hs_pasientrapport_skjema;smallint
;ANSYKD;ukjent;9;;;"Hopper til ""VITAMINER OG ….""";hs_pasientrapport_skjema;smallint
Tilleggsopplysninger;ANSYKD2;;Text;;;;hs_pasientrapport_skjema;nvarchar
Annen sykdom;ANSYKD3;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
Op/PTA aorta;AORTA;Nei;0;Default;;;hs_pasientrapport_skjema;smallint
